Timestamp,Distance
2025-04-07 21:55:47,11
2025-04-07 22:20:08,16
2025-04-07 22:20:09,16
2025-04-07 22:20:11,37
2025-04-07 22:20:12,35
2025-04-07 22:20:13,37
2025-04-07 22:20:14,37
2025-04-07 22:20:16,9
2025-04-07 22:20:17,38
2025-04-07 22:20:18,42
2025-04-07 22:20:20,38
2025-04-07 22:20:22,36
2025-04-07 22:20:23,37
2025-04-07 22:20:24,37
2025-04-07 22:20:25,36
2025-04-07 22:20:27,38
2025-04-07 22:20:28,13
2025-04-07 22:20:29,0
2025-04-07 22:20:30,16
2025-04-07 22:20:32,15
2025-04-07 22:20:33,15
2025-04-07 22:20:34,15
2025-04-07 23:05:41,5
2025-04-07 23:05:42,5
2025-04-07 23:05:44,5
2025-04-07 23:05:45,5
2025-04-07 23:05:47,5
2025-04-07 23:05:49,5
2025-04-07 23:05:51,5
2025-04-07 23:05:52,5
2025-04-07 23:05:54,5
2025-04-07 23:05:56,5
2025-04-07 23:05:57,5
2025-04-07 23:05:59,5
2025-04-07 23:06:01,5
2025-04-07 23:06:02,5
2025-04-07 23:06:04,5
2025-04-07 23:06:06,5
2025-04-07 23:06:08,5
2025-04-07 23:06:09,4
2025-04-07 23:06:11,3
2025-04-07 23:06:12,3
2025-04-07 23:06:14,3
2025-04-07 23:06:16,3
2025-04-07 23:06:18,3
2025-04-07 23:06:19,3
2025-04-07 23:06:21,3
2025-04-07 23:06:22,3
2025-04-07 23:06:24,3
2025-04-07 23:06:26,3
2025-04-07 23:06:28,3
2025-04-07 23:06:29,3
2025-04-07 23:06:31,3
2025-04-07 23:06:33,3
2025-04-07 23:06:35,3
2025-04-07 23:06:37,3
2025-04-07 23:06:38,3
2025-04-07 23:06:40,3
2025-04-07 23:06:42,3
2025-04-07 23:06:44,3
2025-04-07 23:06:45,3
2025-04-07 23:06:47,3
2025-04-07 23:06:48,3
2025-04-07 23:06:50,3
2025-04-07 23:06:52,3
2025-04-07 23:06:54,3
2025-04-07 23:06:56,3
2025-04-07 23:06:58,3
2025-04-07 23:07:00,3
2025-04-07 23:07:01,3
2025-04-07 23:07:03,3
2025-04-07 23:07:05,3
2025-04-07 23:07:07,3
2025-04-07 23:07:08,3
2025-04-07 23:07:10,3
2025-04-07 23:07:19,3
2025-04-09 10:02:35,3
2025-04-09 10:02:38,4
2025-04-09 10:02:40,37
2025-04-09 10:02:44,3
2025-04-09 10:02:48,3
2025-04-09 10:02:53,3
2025-04-09 10:02:55,3
2025-04-09 10:02:59,4
2025-04-09 10:03:03,4
2025-04-09 10:03:08,3
2025-04-09 10:03:12,3
2025-04-09 10:03:14,3
2025-04-09 10:03:16,4
2025-04-09 10:03:20,4
2025-04-09 10:03:22,4
2025-04-09 10:03:24,4
2025-04-09 10:03:26,4
2025-04-09 10:03:28,2
2025-04-09 10:03:30,2
2025-04-09 10:03:32,3
2025-04-09 10:03:34,3
2025-04-09 10:03:36,3
2025-04-09 10:03:38,3
2025-04-09 10:03:40,3
2025-04-09 10:03:43,3
2025-04-09 10:03:45,3
2025-04-09 10:03:47,3
2025-04-09 10:03:49,3
2025-04-09 10:03:52,3
2025-04-09 10:03:54,3
2025-04-09 10:03:56,3
